"id","file_path","url","slug","title","meta_description","content_type","macrocluster","subcluster","category","tags","publication_date","last_updated","word_count","hub_url","pillar_url","internal_links_out","internal_links_in","orphan_status","canonical","status","intent","primary_keyword","secondary_keywords","search_console_status","optimization_status","freshness_status","duplicate_risk","cannibalization_risk","action_required","priority","notes"
"ART-0097","articles/orlando-alem-da-disney-lugares-2026.html","https://familiausa1.com/articles/orlando-alem-da-disney-lugares-2026.html","orlando-alem-da-disney-lugares-2026","Orlando além da Disney: lugares que valem a pena conhecer","Orlando além da Disney em 2026: veja lugares que valem a pena conhecer, preços aproximados, passeios grátis, compras, natureza e atrações para família.","article","orlando e viagem","Orlando e viagem","Orlando e viagem","","2026-05-21","2026-05-22","1510","/categorias/orlando-e-viagem.html","/articles/guia-completo-orlando-2026-brasileiros.html","6","10","recebe links","https://familiausa1.com/articles/orlando-alem-da-disney-lugares-2026.html","publicado","investigativa/comparativa","Orlando além da Disney: lugares que valem muito a pena conhecer","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: custo de vida; compras"
"ART-0098","articles/pedido-green-card-dentro-ou-fora-dos-eua-riscos.html","https://familiausa1.com/articles/pedido-green-card-dentro-ou-fora-dos-eua-riscos.html","pedido-green-card-dentro-ou-fora-dos-eua-riscos","Green card dentro ou fora dos EUA: entenda a diferenca e os riscos","Entenda a diferenca entre pedir green card dentro dos EUA e fazer processamento consular fora do pais, com pontos de atencao para brasileiros.","article","imigracao","Imigracao e legalizacao","Imigracao e legalizacao","","2026-05-25","2026-05-25","499","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","3","2","recebe links","https://familiausa1.com/articles/pedido-green-card-dentro-ou-fora-dos-eua-riscos.html","precisa atualizar","decisao/comparativa","Green card dentro ou fora dos EUA: entenda a diferenca e os riscos","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: green card; saude"
"ART-0099","articles/por-que-brasileiros-querem-morar-nos-eua-2026.html","https://familiausa1.com/articles/por-que-brasileiros-querem-morar-nos-eua-2026.html","por-que-brasileiros-querem-morar-nos-eua-2026","Por que tantos brasileiros querem morar nos EUA?","Por que tantos brasileiros querem morar nos EUA? Entenda sonho, segurança, trabalho, dólar, família, desafios, custo de vida e realidade em 2026.","article","trabalho","Vida real nos EUA","Vida real nos EUA","","2026-05-21","2026-05-22","1350","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","8","3","recebe links","https://familiausa1.com/articles/por-que-brasileiros-querem-morar-nos-eua-2026.html","publicado","decisao/comparativa","Por que tantos brasileiros querem morar nos EUA?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: custo de vida; familia e escola"
"ART-0100","articles/por-que-imigrar-para-os-eua.html","https://familiausa1.com/articles/por-que-imigrar-para-os-eua.html","por-que-imigrar-para-os-eua","Por que imigrar para os EUA e não outro país?","Por que imigrar para os EUA? Veja pontos positivos, negativos, comparação com Canadá e Europa e dados oficiais de imigração.","article","imigracao","Morar fora","Morar fora","","2026-05-01","2026-05-22","905","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","10","2","recebe links","https://familiausa1.com/articles/por-que-imigrar-para-os-eua.html","publicado","decisao/comparativa","Por que imigrar para os EUA e não para outro país?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa",""
"ART-0101","articles/por-que-pessoas-entram-nos-eua-pela-fronteira.html","https://familiausa1.com/articles/por-que-pessoas-entram-nos-eua-pela-fronteira.html","por-que-pessoas-entram-nos-eua-pela-fronteira","Por que tantos entram nos EUA pela fronteira?","Entenda por que tantas pessoas entram nos EUA pela fronteira, dados oficiais, políticas de Obama a 2026, asilo e impactos.","article","imigracao","Fronteira e imigração","Fronteira e imigração","","2026-05-01","2026-05-22","877","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","8","2","recebe links","https://familiausa1.com/articles/por-que-pessoas-entram-nos-eua-pela-fronteira.html","precisa atualizar","informacional","Por que tantas pessoas entram nos EUA pela fronteira?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: asilo e processos"
"ART-0102","articles/portugal-endurece-cidadania-comparacao-eua-brasileiros.html","https://familiausa1.com/articles/portugal-endurece-cidadania-comparacao-eua-brasileiros.html","portugal-endurece-cidadania-comparacao-eua-brasileiros","Portugal endurece cidadania: o que brasileiros que pensam nos EUA podem aprender","Entenda por que mudancas nas regras de cidadania em Portugal servem de alerta para brasileiros que pensam em morar nos EUA.","article","imigracao","Imigracao e planejamento","Imigracao e planejamento","","2026-05-24","2026-05-24","660","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","3","0","orfao","https://familiausa1.com/articles/portugal-endurece-cidadania-comparacao-eua-brasileiros.html","precisa atualizar","decisao/comparativa","Portugal endurece cidadania: o que brasileiros que pensam nos EUA podem","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","alta","clusters complementares: saude; noticias e alertas"
"ART-0103","articles/precos-eua-2026-mercado-aluguel-gasolina-contas.html","https://familiausa1.com/articles/precos-eua-2026-mercado-aluguel-gasolina-contas.html","precos-eua-2026-mercado-aluguel-gasolina-contas","Preços nos EUA em 2026: mercado, aluguel, gasolina e contas","Veja preços reais nos EUA em 2026: aluguel, mercado, gasolina, luz, internet, carro e contas mensais para solteiro, casal e família na Flórida.","article","cidades","cidades da Florida","Custo de vida nos EUA","","2026-05-21","2026-05-22","1681","/categorias/cidades-da-florida.html","/articles/cidades-da-florida-com-mais-brasileiros-2026.html","8","22","recebe links","https://familiausa1.com/articles/precos-eua-2026-mercado-aluguel-gasolina-contas.html","publicado","investigativa/comparativa","Preços nos EUA 2026: mercado, aluguel, gasolina e contas","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: custo de vida; moradia"
"ART-0104","articles/primeiros-30-dias-nos-eua.html","https://familiausa1.com/articles/primeiros-30-dias-nos-eua.html","primeiros-30-dias-nos-eua","Primeiros 30 dias nos EUA: checklist completo","Checklist dos primeiros 30 dias nos EUA: moradia, telefone, banco, transporte, escola, documentos, trabalho e erros.","article","trabalho","Primeiros passos","Primeiros passos","","2026-05-06","2026-05-22","871","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","8","14","recebe links","https://familiausa1.com/articles/primeiros-30-dias-nos-eua.html","precisa atualizar","informacional/pratica","Primeiros 30 dias nos EUA: checklist completo","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: moradia; familia e escola"
"ART-0105","articles/primeiros-passos-para-quem-chega-nos-eua.html","https://familiausa1.com/articles/primeiros-passos-para-quem-chega-nos-eua.html","primeiros-passos-para-quem-chega-nos-eua","Primeiros passos para quem chega nos EUA | FamiliaUSA1","Guia de primeiros passos para quem chega nos EUA, com dicas sobre endereço, telefone, documentos, banco, escola, saúde, transporte e rotina.","article","familia e escola","escola e filhos","Recém-chegados","","2026-04-23","2026-05-22","871","/categorias/familia-filhos.html","/articles/como-matricular-filho-na-escola-nos-eua.html","9","12","recebe links","https://familiausa1.com/articles/primeiros-passos-para-quem-chega-nos-eua.html","precisa atualizar","informacional/pratica","Primeiros passos para quem chega nos EUA","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: saude; banco e credito"
"ART-0106","articles/quanto-custa-alugar-casa-nos-eua-2026.html","https://familiausa1.com/articles/quanto-custa-alugar-casa-nos-eua-2026.html","quanto-custa-alugar-casa-nos-eua-2026","Quanto custa alugar casa nos EUA em 2026?","Veja quanto custa alugar casa nos EUA em 2026, depósito, crédito, renda, contrato, golpes e dicas para brasileiros.","article","trabalho","Moradia nos EUA","Moradia nos EUA","","2026-05-06","2026-05-22","816","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","26","recebe links","https://familiausa1.com/articles/quanto-custa-alugar-casa-nos-eua-2026.html","precisa atualizar","investigativa/comparativa","Quanto custa alugar casa nos EUA 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: custo de vida; moradia"
"ART-0107","articles/quanto-custa-morar-em-boca-raton-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-boca-raton-2026.html","quanto-custa-morar-em-boca-raton-2026","Boca Raton custo de vida 2026: vale morar?","Veja o custo de vida em Boca Raton em 2026, aluguel, escolas, trabalho, rotina familiar e quando vale morar nessa região da Flórida.","article","trabalho","Cidades da Flórida","Cidades da Flórida","","2026-05-23","2026-07-10","1352","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","9","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-boca-raton-2026.html","atualizado","investigativa/comparativa","Morar em Boca Raton 2026: custo de vida, escolas e família","boca raton; boca raton custo de vida","1 clicks / 171 impressoes; prioridade alta","otimizado PR #18; observar 28 dias","recente","baixo","possivel sobreposicao: quanto-custa-morar-em-miami-2026; quanto-custa-morar-em-orlando-2026","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: cidades; custo de vida"
"ART-0108","articles/quanto-custa-morar-em-fort-lauderdale-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-fort-lauderdale-2026.html","quanto-custa-morar-em-fort-lauderdale-2026","Morar em Fort Lauderdale em 2026: custo, praia, trabalho e Miami | FamiliaUSA1","Guia para brasileiros sobre morar em Fort Lauderdale em 2026: custo de vida, aluguel, trabalho, praia, aeroporto, bairros, comunidade brasileira e comparação com Miami.","article","trabalho","Cidades da Flórida","Cidades da Flórida","","2026-05-23","2026-06-02","1435","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","10","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-fort-lauderdale-2026.html","publicado","investigativa/comparativa","Morar em Fort Lauderdale 2026: custo, praia, trabalho e comparação com M","","nao informado","sem acao recente registrada","atual","baixo","possivel sobreposicao: quanto-custa-morar-em-miami-2026; quanto-custa-morar-em-tampa-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0109","articles/quanto-custa-morar-em-jacksonville-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-jacksonville-2026.html","quanto-custa-morar-em-jacksonville-2026","Morar em Jacksonville em 2026: custo, trabalho, bairros e vida real | FamiliaUSA1","Guia para brasileiros sobre morar em Jacksonville em 2026: custo de vida, aluguel, trabalho, logística, bairros, escolas, carro, praias e comparativos.","article","trabalho","Cidades da Flórida","Cidades da Flórida","","2026-05-23","2026-06-02","1334","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","2","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-jacksonville-2026.html","publicado","investigativa/comparativa","Morar em Jacksonville 2026: custo, trabalho, bairros e vida real para br","","nao informado","sem acao recente registrada","atual","baixo","possivel sobreposicao: quanto-custa-morar-em-miami-2026; quanto-custa-morar-em-orlando-2026; quanto-custa-morar-em-tampa-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0110","articles/quanto-custa-morar-em-kissimmee-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-kissimmee-2026.html","quanto-custa-morar-em-kissimmee-2026","Quanto custa morar em Kissimmee em 2026? | FamiliaUSA1","Kissimmee para brasileiros em 2026: aluguel, custo de vida, trabalho perto de Orlando, escolas, carro e vida com filhos.","article","trabalho","Cidades da Florida","Cidades da Florida","","2026-05-23","2026-05-23","1535","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","10","6","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-kissimmee-2026.html","publicado","investigativa/comparativa","Quanto custa morar em Kissimmee 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: quanto-custa-morar-em-lakeland-2026; quanto-custa-morar-em-naples-2026; quanto-custa-morar-em-sarasota-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0111","articles/quanto-custa-morar-em-lakeland-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-lakeland-2026.html","quanto-custa-morar-em-lakeland-2026","Quanto custa morar em Lakeland em 2026? | FamiliaUSA1","Lakeland em 2026 para brasileiros: custo mais baixo, aluguel, trabalho, escolas, distancia de Tampa e Orlando, carro e qualidade de vida.","article","trabalho","Cidades da Florida","Cidades da Florida","","2026-05-23","2026-05-23","1533","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","10","2","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-lakeland-2026.html","publicado","investigativa/comparativa","Quanto custa morar em Lakeland 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: quanto-custa-morar-em-kissimmee-2026; quanto-custa-morar-em-naples-2026; quanto-custa-morar-em-sarasota-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0112","articles/quanto-custa-morar-em-miami-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-miami-2026.html","quanto-custa-morar-em-miami-2026","Custo de vida em Miami em 2026: aluguel e trabalho","Veja o custo de vida em Miami em 2026 para brasileiros, com aluguel, trabalho, carro, escolas, bairros e comparação com Orlando.","article","trabalho","Cidades da Flórida","Cidades da Flórida","","2026-05-23","2026-07-10","1535","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","9","7","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-miami-2026.html","atualizado","investigativa/comparativa","Morar em Miami 2026: custo de vida, aluguel e trabalho","custo de vida em miami","1 clicks / 112 impressoes; prioridade alta","otimizado PR #18; observar 28 dias","recente","baixo","possivel sobreposicao: quanto-custa-morar-em-boca-raton-2026; quanto-custa-morar-em-fort-lauderdale-2026; quanto-custa-morar-em-jacksonville-2026; quanto-custa-morar-em-orlando-2026","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: cidades; custo de vida"
"ART-0113","articles/quanto-custa-morar-em-naples-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-naples-2026.html","quanto-custa-morar-em-naples-2026","Quanto custa morar em Naples em 2026? | FamiliaUSA1","Naples em 2026 para brasileiros: custo alto, aluguel, trabalho, praias, seguranca, escolas, comunidade e perfil de morador.","article","trabalho","Cidades da Florida","Cidades da Florida","","2026-05-23","2026-05-23","1529","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","9","3","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-naples-2026.html","publicado","investigativa/comparativa","Quanto custa morar em Naples 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: quanto-custa-morar-em-kissimmee-2026; quanto-custa-morar-em-lakeland-2026; quanto-custa-morar-em-sarasota-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0114","articles/quanto-custa-morar-em-orlando-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-orlando-2026.html","quanto-custa-morar-em-orlando-2026","Custo de vida em Orlando em 2026: aluguel e trabalho","Veja o custo de vida em Orlando em 2026 para brasileiros, com aluguel, trabalho, escolas, carro, bairros, seguros e gastos invisíveis.","article","trabalho","Cidades da Flórida","Cidades da Flórida","","2026-05-23","2026-07-10","1619","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","12","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-orlando-2026.html","atualizado","investigativa/comparativa","Morar em Orlando 2026: custo de vida, aluguel e trabalho","custo de vida em orlando; morar orlando","4 clicks / 146 impressoes; prioridade alta","otimizado PR #18; observar 28 dias","recente","baixo","possivel sobreposicao: quanto-custa-morar-em-boca-raton-2026; quanto-custa-morar-em-jacksonville-2026; quanto-custa-morar-em-miami-2026; quanto-custa-morar-em-tampa-2026","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: cidades; custo de vida"
"ART-0115","articles/quanto-custa-morar-em-sarasota-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-sarasota-2026.html","quanto-custa-morar-em-sarasota-2026","Quanto custa morar em Sarasota em 2026? | FamiliaUSA1","Sarasota em 2026 para brasileiros: custo de vida, aluguel, praias, trabalho, escolas, carro, pontos positivos e negativos.","article","trabalho","Cidades da Florida","Cidades da Florida","","2026-05-23","2026-05-23","1522","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","9","5","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-sarasota-2026.html","publicado","investigativa/comparativa","Quanto custa morar em Sarasota 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: quanto-custa-morar-em-kissimmee-2026; quanto-custa-morar-em-lakeland-2026; quanto-custa-morar-em-naples-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0116","articles/quanto-custa-morar-em-tampa-2026.html","https://familiausa1.com/articles/quanto-custa-morar-em-tampa-2026.html","quanto-custa-morar-em-tampa-2026","Morar em Tampa em 2026: custo, trabalho e bairros","Veja como é morar em Tampa em 2026, com custo de vida, aluguel, trabalho, bairros, escolas, carro, praias e comparação com Orlando.","article","trabalho","Cidades da Flórida","Cidades da Flórida","","2026-05-23","2026-07-10","1497","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","8","recebe links","https://familiausa1.com/articles/quanto-custa-morar-em-tampa-2026.html","atualizado","investigativa/comparativa","Morar em Tampa 2026: custo de vida, trabalho e bairros","tampa; morar em tampa","4 clicks / 139 impressoes; prioridade alta","otimizado PR #18; observar 28 dias","recente","baixo","possivel sobreposicao: quanto-custa-morar-em-fort-lauderdale-2026; quanto-custa-morar-em-jacksonville-2026; quanto-custa-morar-em-miami-2026; quanto-custa-morar-em-orlando-2026","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: cidades; custo de vida"
"ART-0117","articles/quanto-custa-ter-carro-nos-eua-2026.html","https://familiausa1.com/articles/quanto-custa-ter-carro-nos-eua-2026.html","quanto-custa-ter-carro-nos-eua-2026","Quanto custa ter carro nos Estados Unidos em 2026?","Quanto custa ter carro nos EUA em 2026? Veja seguro, gasolina, financiamento, manutenção, placa, pedágio e exemplos de conta mensal para brasileiros.","article","custo de vida","Custo de vida nos EUA","Custo de vida nos EUA","","2026-05-21","2026-05-22","1643","/categorias/custo-de-vida.html","/articles/custo-de-vida-nos-eua-2026-atualizado.html","6","21","recebe links","https://familiausa1.com/articles/quanto-custa-ter-carro-nos-eua-2026.html","publicado","investigativa/comparativa","Quanto custa ter carro nos Estados Unidos 2026?","quanto custa ter carro nos eua","2 clicks / 84 impressoes; prioridade media","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: saude"
"ART-0118","articles/quanto-custa-tirar-visto-americano-2026.html","https://familiausa1.com/articles/quanto-custa-tirar-visto-americano-2026.html","quanto-custa-tirar-visto-americano-2026","Quanto custa tirar o visto americano em 2026?","Veja quanto custa tirar o visto americano em 2026, taxa MRV, gastos extras, onde fazer no Brasil e como comparar filas.","article","vistos","Visto americano","Visto americano","","2026-05-19","2026-05-22","1592","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","10","8","recebe links","https://familiausa1.com/articles/quanto-custa-tirar-visto-americano-2026.html","publicado","investigativa/comparativa","Quanto custa tirar o visto americano 2026? Taxas, gastos extras e onde f","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: quanto-tempo-demora-visto-americano-2026","avaliar diferenciacao editorial","baixa","clusters complementares: custo de vida; orlando e viagem"
"ART-0119","articles/quanto-custa-viajar-orlando-2026.html","https://familiausa1.com/articles/quanto-custa-viajar-orlando-2026.html","quanto-custa-viajar-orlando-2026","Quanto custa viajar para Orlando em 2026?","Veja quanto custa viajar para Orlando em 2026, com passagem, hotel, parques, carro, alimentação, compras e tabela de orçamento.","article","orlando e viagem","Orlando e Disney","Orlando e Disney","","2026-05-19","2026-05-22","897","/categorias/orlando-e-viagem.html","/articles/guia-completo-orlando-2026-brasileiros.html","9","16","recebe links","https://familiausa1.com/articles/quanto-custa-viajar-orlando-2026.html","precisa atualizar","investigativa/comparativa","Quanto custa viajar para Orlando 2026? Passagem, hotel, parques, carro e","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: custo de vida; compras"
"ART-0120","articles/quanto-custa-viver-nos-eua.html","https://familiausa1.com/articles/quanto-custa-viver-nos-eua.html","quanto-custa-viver-nos-eua","Quanto custa viver nos EUA em 2026? | FamiliaUSA1","Veja quanto custa viver nos EUA em 2026, com gastos de aluguel, mercado, transporte, saúde, seguro, escola e orçamento realista.","article","custo de vida","Custo de vida","Custo de vida","","2026-04-23","2026-05-22","881","/categorias/custo-de-vida.html","/articles/custo-de-vida-nos-eua-2026-atualizado.html","9","19","recebe links","https://familiausa1.com/articles/quanto-custa-viver-nos-eua.html","precisa atualizar","investigativa/comparativa","Quanto custa viver nos EUA 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: moradia; familia e escola"
"ART-0121","articles/quanto-dinheiro-levar-para-os-eua-2026-experiencia-real.html","https://familiausa1.com/articles/quanto-dinheiro-levar-para-os-eua-2026-experiencia-real.html","quanto-dinheiro-levar-para-os-eua-2026-experiencia-real","Quanto dinheiro levar para os EUA em 2026? Veja a conta real","Veja quanto dinheiro levar para começar a vida nos EUA em 2026 segundo a experiência da Família USA 1. Entenda planejamento, foco e custos reais.","article","custo de vida","Planejamento financeiro","Planejamento financeiro","","2026-05-18","2026-05-22","1634","/categorias/custo-de-vida.html","/articles/custo-de-vida-nos-eua-2026-atualizado.html","11","2","recebe links","https://familiausa1.com/articles/quanto-dinheiro-levar-para-os-eua-2026-experiencia-real.html","publicado","investigativa/comparativa","Quanto dinheiro levar para os EUA 2026? A conta real segundo a experiênc","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: familia e escola; saude"
"ART-0122","articles/quanto-dinheiro-preciso-para-ir-para-os-eua-2026.html","https://familiausa1.com/articles/quanto-dinheiro-preciso-para-ir-para-os-eua-2026.html","quanto-dinheiro-preciso-para-ir-para-os-eua-2026","Quanto dinheiro levar para os EUA em 2026?","Veja quanto dinheiro levar para os EUA em 2026, com visto, passagem, aluguel, depósito, mercado, transporte e reserva.","article","vistos","Planejamento financeiro","Planejamento financeiro","","2026-05-01","2026-05-22","1064","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","8","20","recebe links","https://familiausa1.com/articles/quanto-dinheiro-preciso-para-ir-para-os-eua-2026.html","publicado","investigativa/comparativa","Quanto dinheiro preciso para ir para os EUA 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: custo de vida; moradia"
"ART-0123","articles/quanto-ganha-um-brasileiro-nos-eua-2026.html","https://familiausa1.com/articles/quanto-ganha-um-brasileiro-nos-eua-2026.html","quanto-ganha-um-brasileiro-nos-eua-2026","Quanto ganha um brasileiro nos EUA em 2026?","Veja quanto ganha um brasileiro nos EUA em 2026 por área, construção, cleaning, delivery, restaurantes e quanto sobra.","article","trabalho","Trabalho e renda","Trabalho e renda","","2026-05-06","2026-05-22","865","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","5","recebe links","https://familiausa1.com/articles/quanto-ganha-um-brasileiro-nos-eua-2026.html","precisa atualizar","investigativa/comparativa","Quanto ganha um brasileiro nos EUA 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: saude"
"ART-0124","articles/quanto-tempo-demora-visto-americano-2026.html","https://familiausa1.com/articles/quanto-tempo-demora-visto-americano-2026.html","quanto-tempo-demora-visto-americano-2026","Quanto tempo demora para tirar o visto americano em 2026?","Veja quanto tempo demora para tirar o visto americano em 2026, etapas, filas, agendamento, entrevista e entrega do passaporte.","article","vistos","Visto americano","Visto americano","","2026-05-19","2026-05-22","1316","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","10","11","recebe links","https://familiausa1.com/articles/quanto-tempo-demora-visto-americano-2026.html","publicado","investigativa/comparativa","Quanto tempo demora para tirar o visto americano 2026? Prazos, filas e c","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: quanto-custa-tirar-visto-americano-2026","avaliar diferenciacao editorial","baixa","clusters complementares: orlando e viagem; saude"
"ART-0125","articles/quem-pode-ser-afetado-novas-medidas-imigracao-eua.html","https://familiausa1.com/articles/quem-pode-ser-afetado-novas-medidas-imigracao-eua.html","quem-pode-ser-afetado-novas-medidas-imigracao-eua","Quem pode ser afetado pelas novas medidas de imigracao dos EUA?","Entenda quais brasileiros devem ficar atentos as novas medidas de imigracao dos EUA, incluindo green card, visto, ajuste de status e processos pendentes.","article","imigracao","Noticias de imigracao","Noticias de imigracao","","2026-05-25","2026-05-25","1090","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","7","0","orfao","https://familiausa1.com/articles/quem-pode-ser-afetado-novas-medidas-imigracao-eua.html","publicado","informacional","Quem pode ser afetado pelas novas medidas de imigracao dos EUA?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: green card; vistos"
"ART-0126","articles/sair-dos-eua-para-green-card-riscos-2026.html","https://familiausa1.com/articles/sair-dos-eua-para-green-card-riscos-2026.html","sair-dos-eua-para-green-card-riscos-2026","Sair dos EUA para tentar green card pode ser arriscado?","Sair dos EUA para tentar green card pode ser arriscado? Entenda processo consular, inadmissibilidade, barras de 3/10 anos e cuidados para brasileiros.","article","imigracao","Imigração nos EUA","Imigração nos EUA","","2026-05-23","2026-05-23","1045","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","4","1","recebe links","https://familiausa1.com/articles/sair-dos-eua-para-green-card-riscos-2026.html","publicado","informacional","Sair dos EUA para tentar green card pode ser arriscado? Entenda antes de","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: green card; saude"
